userName;score;at;content
Akhmadun Madun;1;06/03/2023 15:43;Aplikasi lucu, coba pikir ngaruh nya apa, cuma nyusahin rakyat, mau login ga bisa mau daftar ga bisa, yang cerdas dikit gitu lho, ini projek tujuanya ke arah mana, tolong pakai cara yang sehat dan membangun, yang sesuai kebutuhan, fundamentalnya dulu, baru bikin projek jadi ga nyusahin. Kalau ga siap ga usah banyak acara,sama saja menunjukkan betapa bodoh nya Kalian dalam berinovasi.
Gagak Lumayung;1;06/03/2023 15:39;Hari ini error dari jam 5 sore sampai malam ini tanpa pemberitahuan di SPBU Jl. Surya Sumantri Bandung. Pembelian Solar.
Fransius Ginting;1;06/03/2023 15:21;apk tarik,GK jelas sangat berbelik2 apk lamban dlm merespon pendaftaran
Katok Suek;1;06/03/2023 15:01;Aplikasi nya mudah nge bug. Verifikasi lewat email tidak berhasil. Banyak masalah di apk ini.
Gaung Jkt;1;06/03/2023 15:00;Aplikasi nya 👎👎👎👎
Muli Pinem;1;06/03/2023 14:46;Tolol
Eny Juprii;1;06/03/2023 14:30;kenpa harus pake yg ginian bikin susah saja para supir²..... ini untuk membantu masyarakat atau menyusahkan masyarakat bos
FaisalNst;1;06/03/2023 14:29;Kode otp gk masuk masuk. Menyusahkan masyarakat saja.
Budi Ardhy Widodo;1;06/03/2023 14:20;Saya edit maaf saya pengguna mypertamina sejak lama setelah pembatasan saya ngak mendapatkan kode otp
Deddy Senior;1;06/03/2023 14:03;Susah untuk masuk nya Gak bisa terima OTP nya Jadi gak berfungsi apk ini Jelek banget
Damira Sakti;1;06/03/2023 13:57;Sulit daftar nya meloy..
novita tata;1;06/03/2023 13:53;Aplikasi tida jelas. Memasukkan kode otp melulu. Sudah punya link aja tapi ttp gag bisa. Bodoh
Spy Girl;1;06/03/2023 13:43;Aplikasi bikin pusing. Ketimbang beli BBM aja ribet nauzubillah. Ngeribetin rakyat. Bikin ngucap, registrasi kaga bisa bisa. Esmosi dibuat nya
fadhael rixi;1;06/03/2023 13:31;Otp ngga dikirim2, aplikasi setengah matang
Umar Riadi;5;06/03/2023 13:18;Ok
Marshall Parulian;5;06/03/2023 12:58;Saya lupa paswor, gimana ya min? Sudah saya coba lupa password blm dpt dari SMS, bisa bantu
Muhammad Firdaus;1;06/03/2023 12:51;Aplikasi error
Yoshua Sembiring;1;06/03/2023 12:46;Daftarnya minta kode OTP, tapi kodenya tidak bisa terkirim terus ke nomor HP 🤦🏻
khalisah muth;1;06/03/2023 12:44;gajelas udah pake banyak nomer buat daftar tapi gabisa verifikasi OTPnya malah ga masuk
Ade Restu Wahyuni;3;06/03/2023 12:42;Tidak ada OTP kirim ke sms Aplikasi nya tidak jelas
By Saya;1;06/03/2023 12:34;Aplikasi busuk minta otp di SMS di tunggu gak ada otpnya gak masuk2 di SMS.. asu maksa banget
Kehadi 018;1;06/03/2023 12:21;Aplikasi sangat tidak membantu
Arif D Rangga;1;06/03/2023 12:13;App badut. interface gajelas , penggunaan bikin repot, Orang udh beli bbm ratusan liter masa ga muncul juga di riwayat pembelian di app
Kedinding;1;06/03/2023 12:02;BUAT APA APLIKASI INI DIBUAT, DI PALEMBANG GA ADA YANG BISA, ADA YANG BENER GA ADA, ADA YANG ERROR, DAN BEGO NYA ERROR NYA SEBULAN, MANTAP, MENDING DIHAPUS
Ervira Rosalina;1;06/03/2023 11:51;Sebelum di pake aplikasinya mohon di uji coba dulu deh yg bener jangan langsung di launching aja. Susah bener mau daftar aja OTP gak bisa masuk.
Fikri;1;06/03/2023 11:51;Ga bisa regis
Deri Juniarto;1;06/03/2023 11:50;Aplikasi yang sangat menjengkelkan.... Bukan nya mempermudah malah mempersulit.
Mbah Dipo;1;06/03/2023 11:49;Apk membagongkan.. Otp ga mau masuk
arvien nurdiana;3;06/03/2023 11:38;saya yakin kebanyakan teman2 pakai aplikasi ini untuk mendapatkan qrcode subsidi tepat... dan itu termasuk fitur utama. ya kiranya bagi yang sudah mendapat qr code, harusnya qrcode tersebut muncul di halaman utama, atau di profil kendaraan.. agar mudah mengaksesnya.
teven stp;1;06/03/2023 11:32;Aplikasi gak jelas, Kode Otp pas mau daftar tidak dikirim kirim
Ricky Kurnia;1;06/03/2023 11:30;Susah dapat otp
Eka Kurniawan;1;06/03/2023 11:25;aplikasi busuk
Nur Isnaini;1;06/03/2023 10:59;Aplikasi anehh! Pin baru di bikin dan langsung login kok bisa2 nya Slah pin. Kode verifikasi ga ada masuk di no hape yang dicantumkan, bikin tensi.
Siti Sopiah;1;06/03/2023 10:49;Mobil saya bensin tapi terdaftarnya bio solar Udah ke call center ga ada balasan
Efran Sinuraya;1;06/03/2023 10:48;Mau daftar kode OTP nya tidak keluar, padahal sudah diulang beberapa kali, sampai ganti no hp tetap aja nihil
Putri Dewi;1;06/03/2023 10:44;Jelek banget aplikasinya, daftar aja gak bisa udah seminggu.
KelomanG TurBo;1;06/03/2023 10:30;Aplikasi tol*l
the mamasit;1;06/03/2023 10:26;Buat pertamina tolong lah beli solar 1 liter 2 liter masak hrs pake kartu pas bnyak di desa kmi yg menggunakan prahu kecil alias miskin tp di persulit untuk hanya membeli 1 liter 2 liter solar n jg di daerah kami itu bkn hy nelayan tp jg petambak yg ngambil air menggunakan mesin yg berbahan bakar solar masak tambak itu hrs pnya PAS jgn lah mempersulit rakyat miskin ini yg di untungkan pr bakul ngambil banyak diregen smpi puluhan dirijen di kasih tp kami para nelayan miskin gk dikasih🤬
arif suharto;1;06/03/2023 10:16;Gmn cara penggunaannya nik kok salah Mulu..
moh choirun nasichin;1;06/03/2023 10:10;Sering trobel
Fajar. TM;1;06/03/2023 10:02;Aplikasi gak jelas.mau daftar kode otp gak masuk2
yasir syam;1;06/03/2023 09:53;Aplikasi tidak berguna sdh kirim kode otp berulang kali,.di tunggu tidak masuk
Iwan Meiyono;1;06/03/2023 09:15;Aplikasi gak guna,,, mau daftar aja susah banget,,,,
Kurnia ananda Putra;1;06/03/2023 09:12;Menyusahkan rakyat asli,ngisinya ribet banget
Dessy Christia Sitohang;1;06/03/2023 09:06;Aplikasinya buruk banget, ga jelas huekkk, SMS verifikasi ga muncul-muncul, kalo mau sistem digital kek gini setidaknya aplikasinya sudah sesuai standard dong, sok banget bikin sistem pembayaran digital tapi aplikasinya tidak memadai. Tolonglah ditingkatkan lagi, jangan ngebet pengen digital tapi aplikasinya ga jelas banget.
Yudha 2237;1;06/03/2023 08:59;Susah masuknya... aplikasi kurang baik. Semoga data tidak disalah gunakan.
Armiadi Pratama;5;06/03/2023 08:57;"Aplikasi apaan ini berubah lg my pertamina tidak terpakai lg dak kini berubah pertamina tepat sasaran donlot kembali apakah begini cara pemerinta memeras rakyat nya dr donlot""dan donlot aplikasi baru dan baru lg"
Acim Karsim;5;06/03/2023 08:45;oke
arif hidayat;1;06/03/2023 08:40;Telek
MrBrosZ CruzTy;1;06/03/2023 08:37;Verifikasi OTP-1 tahun, bln juga di pake sudah menyusahkan, gimna kalau di pakai, cara penanganan minyak itu bukan di batasi pemakaiannya, tapi di basmi mafia migasnya dari dalam lingkungan perusahaan. Pertamina, dari atas sampe bawah. baru di sosialisasikan ke Masyarakat luas. Problemnya Apa, Aksen Plannya apa. Nakal boleh, setidaknya jangan Bodo
Reka Octaviana;1;06/03/2023 08:37;Bosok otp gak terkirim2
Faisal Syahputra;1;06/03/2023 08:35;aplikasi nya super jelek Kode otp nya tidak masuk bahkan sudah klaim 50x parah banget ni aplikasi
Jojo;1;06/03/2023 08:34;nyangkut di “Verifikasi Kode OTP”
sugianto sugi;5;06/03/2023 08:32;Oppo oo
PIYE CARANE DIANTEM BISA NGADEG JEJEG;1;06/03/2023 08:28;Kalau ada yg sulit kenapa cari yg mudah?👎👎👎👎👎
Setia Satu;1;06/03/2023 08:27;Apk ga jelas. Maunya apa ini aplikasi. Terdaftar tapi ga jika login. Gimana ini pembaharuannya. Kita coba call center 135 malah ga da solusi. Kya ngomong sama robot doang. Ngabisin pulsa aja buat hubungan call center. Indonesia itu punya banyak orang IT berkualitas. Masa cuma aplikasi kya gini sekelas pertamina ga bisa ngerjain. Ah aplikasi ga jelas.
Leo Sitepu;1;06/03/2023 08:21;Kode otp ga masuk masuk. Berapa biaya pembuatan apkikasinya, sampai se konyol ini. Kecewa. Dipaksa makai aplikasi tapi aplikasinya belum siap. Menghabiskan uang saja.
Wahyu Al Karim;5;06/03/2023 08:16;Mantaap
Wasbay Tv;5;06/03/2023 07:49;Mantap
Nika R.A;1;06/03/2023 07:47;Gimana ini,gak bisa verifikasi. OTP nya gak masuk2 woi di SMS anjayyy kek mana ini kalo gak bisaaaaaaaaaaaaa. Terusss gak bisa beli BBM dongggggggggggggg
FERNANDO FERDIANS;1;06/03/2023 07:47;Gk bisa daftar
Joy Munthe;1;06/03/2023 07:42;Mau isi bbm harus lewat aplikasi. Daftar akun kote OTP nya gak dikirim. Hubungi CS nya suru nunggu 1x24 jam. Mau gak mau harus nginap di SPBU dong! Kenapa ga Sekalian aja buat penginapan milik BUMN di SPBU? ANEH
Soleh Doank;5;06/03/2023 07:08;Alhamdulillah bisa buat transaksi isi bbm
JUWANDA GINTING;1;06/03/2023 07:01;Ngirim kode verifikasi pun kau lama kalii...!
yanzoe amurwabhumi;1;06/03/2023 06:16;Tiap daftar disuruh masukin kode otp,tapi tidak kode otp nya tidak dikirim.nungguin kode otp sampe tolol tetap tidak dikirim
Candra Kurniawan;1;06/03/2023 06:12;Yang buat nih aplikasi tolol bener , bukan memper mudah malah tambah susah . Memang aneh peraturan di negeri Konoha ini .udah capek capek daftar , eh malah di suruh muat ulang aku kira hpnya gak kuat ternyata aplikasinya error terus terusan .toddd ngentod kalau mau cari uang ya gak gini blokk kasian rakyat kecil malah di persulit aplikasi taii , useless 💩💩💩💩
gueswho o;1;06/03/2023 06:07;Aplikasi kontool mau isi bbm aja dipersusah
Rizky Muhammad;1;06/03/2023 05:55;serius dong kalo ngelola aplikasi, yg gini kan dibutuhin banyak orang masa cuma kode otp aja lama, ngehubungin akun link aja dibilangnya gaada koneksi, padahal wifi/kuota aman, serius? klo aplikasinya aja gabener mending my pertamina di semua pom bensin gausah digunain lagi
Nurfami Putrisari;1;06/03/2023 05:21;Bikin ribet aja
Jabrik Uye;2;06/03/2023 05:13;kenapa saya barkot kok gk bisa masok
ari ari;5;06/03/2023 04:37;Good Job
Yalmi 1968;5;06/03/2023 04:32;Ok
Joko Trisno;5;06/03/2023 04:30;Aplikasi nya susah
Tumpal BT Siregar;5;06/03/2023 04:15;Mantap
desprianto soerbakti;4;06/03/2023 03:20;Coba saja
Eko Rahma;1;06/03/2023 03:01;Aplikasi nyusahin
Asep Dani;5;06/03/2023 02:59;Oke
Kang Gerwa;1;06/03/2023 02:58;Gak Jelas. Jangankan sampai dapat QR Code nya, login aja dipersulit. chuaks
Joko Aprilia;5;06/03/2023 02:18;susah sekali ini aplikasi cuma bikin bikin susah masyarakat sdh daftar nda di verif
Raja Rozako;1;06/03/2023 02:00;Udah 2 bulan di palembang gangguan terusss mending hapus aja aplikasinya kalau gini
yusril waxman;1;06/03/2023 01:20;Tidak bisa submit data
Hersandano Fernandez;3;05/03/2023 23:49;Stuck di logo MyPertamina
febrian bayu;2;05/03/2023 23:48;LinkAja tidak bisa dihubungkan. sudah coba hubungi CS tetap tidak ada penyelesaian. muter2 terus tidak jelas
iko bangun;1;05/03/2023 17:59;Tolong di perbaiki bad bgt untuk keseluruhan, aplikasi sekelas pertamina kaya gini.
RULIMENA PROJECT;1;05/03/2023 17:29;Aplikasi Ter*0bloQ
INDRA Wardana;5;05/03/2023 16:30;Membantu
alexsialex alex;1;05/03/2023 16:28;Aplikasi ga jelas. Sudah daftar malah ga bisa login. Salah password terus..
Hadi Wahono;1;05/03/2023 16:23;Aplikasi tempek
Ditya Ramadhan;1;05/03/2023 16:09;Bener kata orang-orang yang ngasih bintang satu di sini
Ayu Rahmawati;1;05/03/2023 15:51;Ketik kode verifikasi udah bener . Cek berulang-ulang jawabannya GAGAL terus. Hadeeeeeeuh
Ban Dalam;1;05/03/2023 14:18;Ancur
Samuel Muel;1;05/03/2023 14:03;Ribet
Muhamin Briliant;5;05/03/2023 13:47;Belum berhasil mendaftar petralit
Ivel Ginting;1;05/03/2023 13:45;Kok gk bisa masuk ? Bolak balik aja terus di pendaftaran !!
Syihab ALmazajyy;1;05/03/2023 13:26;NGISI HARUS PAKE APLIKASI TAPI APLIKASI NYA GINI MOHON DI PERBAIKI MASA PERUSAHAAN NGGA MODAL BUAT APLIKASI YANG LEBIH SEDERHANA SUSAH AMAT NGISI SOLAR JUGA
Mis bahul Badri;5;05/03/2023 13:23;Ok
Heri Ristiyono;1;05/03/2023 13:08;Barcode hilang padahal dah terdaftar tpi lupa tak simpan setelah tak cari gak ketemu padahal imail dan nomor mobil semua sama tapi sulit gak keluar barcodenya?!!!
Windy Fransisca;1;05/03/2023 12:59;Bukan mempermudah melainkan mempersulit BRU DAFTAR KODE OTP NYA DI KIRM BERULANG KALI TIDAK MASUK !!!! PADAHAL NO TELP BENAR
Echo Putra Surbakti;1;05/03/2023 12:00;Aplikasi menyusahkan !!! Verifikasi gagal terus, kalau gak niqt buat aplikasi gak usah buat bapak yg terhormat !! Jangan menyusahkan rakyat dengan modus aplikasi !!!
Kamerlan Gultom;5;05/03/2023 11:46;Baru memulai pengalaman baru....semoga mempermudah
Budiater;5;05/03/2023 11:21;Ribet
Niela Yt. art;1;05/03/2023 11:17;Kita di wajibkan ngisi bbm subsidi pakai apl ini tapi apl ini sepertinya sengaja di buat eror sehingga masyarakat kecil tidak bisa mengisi bahan bakar minyak subsidi. Daftar dari pagi sampai sore eror trs paswordnya salah padahal pengisian nya benar. Tolong donk kalo ada yang mudah jangan di buat ribet dan banyak aturan.
Gektuang Tan;1;05/03/2023 11:07;Tidak bisa menghubungkan ke Linkaja, mohon bantuannya
Imam Muslimin;5;05/03/2023 10:24;Ok
Leo Koboy;1;05/03/2023 09:56;Aplikasi nyusahin, aplikasi mentah, gak punya aplikasi ini gak bisa ngisi minyak full, kita disuruh ngisi minyak eceran kalau aplikasinya susah buat daftarinnya.
Sakir Budhur;5;05/03/2023 09:29;Penggunaannya midah
ahmad sakhoan;1;05/03/2023 09:28;Bikin ribet Katanya di spbu dilarang menggunakan telfon kok skrng di bolehin semenjak ada aplikasi ini Udah pke jga gak pernah dapet nota nya
Rendi F.S;1;05/03/2023 08:58;Aplikasi gajelas, saya sudah daftar tetapi selalu saja ada masalahnya....foto stnk tidak jelas lah,padahal udah minta tolong sama kakak2 admin yang di SPBU nya langsung tetap aja gabisa....masalahnya tu mobil saya kijang tahun lama masa hanya gara2 aplikasi sampah gini saya harus isi dexlite, kan gamasuk akal
Den Don;1;05/03/2023 08:48;Buruk!!!
Eka Prabowo;2;05/03/2023 08:37;Aplikasi yang sungguh menyusahkan, ribet...sudah berkali-kali isi data kendaraan tapi tetap sj tidak terkoneksi dengan My Pertamina. Jangan bikin rumit kalau memang ada syarat di My pertamina agar dapat BBM bersubsidi. Agar menjadi perhatian para pejabat pertamina. Terima kasih.
Rismawati Br purba;1;05/03/2023 08:35;Gak jelas
Tommy Angriawan;5;05/03/2023 07:16;Pejalan jauh
Ary Surbakti;1;05/03/2023 07:05;Membuat masyarakat kebingung,dan mempersulit masyarakat saja
Mu Ali;5;05/03/2023 07:01;size ooo uuuuu yu general size u.uuu.uum u general we will discuss uu.shin.muuu .uu am m km uuu..u uuuuuuuu uuuuuuuu uuuuuuuu uuuuuuuu for the motorbike washing machine business that's done uuuuuuuu min on up u
Feritno S;1;05/03/2023 06:56;aplikasi burik Tak bisa login
kevin armando;1;05/03/2023 06:43;Aplikasi nya sangat tidak efektif (cacat)
Diah Oktavia;1;05/03/2023 06:38;Buat apa aplikasi kek gini mempersulit membeli bensin saja
Rifqi Dwi Y;1;05/03/2023 06:36;Ini aplikasi merepotkan....harusnya ga usah bikin aplikasi seperti ini...tinggal di atur aja gmn? Misal harga pertalite 10.000 harga pertamax 11.000 pasti pada milih BBM pertamax...
Pii Pii;3;05/03/2023 05:32;Coba dulu
Muhamad Rizky Faizul Fahri;1;05/03/2023 05:17;Saya mau ganti email, aja menunya ke ppm.id/datakendalasubsiditepat, pas dibuka malah hotel ga jelas
Hamdan Bandawasa;5;05/03/2023 05:03;Gampang dan mudah
Dean Otniel;1;05/03/2023 04:45;Proses memasukan data sangat membingungkan dan merepotkan
Fuad Sembako;5;05/03/2023 04:31;Oke
Shindan Hasan;5;05/03/2023 04:25;Taktuta
Wesly sianipar;5;05/03/2023 03:52;Hebt
Hartono Hartono;5;05/03/2023 03:01;Di permudakan
Ammar atha f.;1;05/03/2023 02:37;Banyak bug, bagian ceklist, bagian foto bug semua
Siti Namira;5;05/03/2023 02:27;Mantap
Eli Sunarti;5;05/03/2023 02:25;Keren
CAROLINE KURNIAWAN;5;05/03/2023 02:18;Keren
tyo prast;1;05/03/2023 02:17;Tidak bisa dihubungkan ke LinkAja. Sinyal bagus u/ semua aplikasi tp kenapa di MyPertamina selalu gagal dgn alasan sinyal.?
The Lina;5;05/03/2023 02:16;Pertamina ok, tambah sukses
Satrio Ndaram;5;05/03/2023 02:10;Mantap deh😊😊😊
Asih Rahayu;5;05/03/2023 02:06;Pertamina makin terdepan
Freya bukan Pro & Kontra Ianz;1;05/03/2023 02:01;Aplikasi ruwet, mau bayar pake ovo aja ngelinknya ribet banget. Beli solar harus pake aplikasi segala mempersulit urusan orang lain aja aplikasimu. Memperpanjang antrian, lelet banget.
Fenti Jayanti;1;05/03/2023 01:53;Aplikasinya tidak jelas susah daftarnya ..aplikasi bukannya untuk memudahkan malah bikin susah pengguna...mana sekarang tdk bsa isi bensin..harus menggunakan aplikasi bintang 1
Akbar Jeumpa;5;05/03/2023 01:49;Ribet banget ,tapi bagus juga kebijakan pemerintah
Budi Supriyanto;5;05/03/2023 01:32;Mantap aplikasi berjalan lancar
Aliza Z Rifaat;1;05/03/2023 00:26;bisaga nda usah dipersulit orang-orang klo mo beli bbm?
Bayu Ardiansyah;1;05/03/2023 00:25;Daftar ribet, poto ini itu, stnk tidak terbaca, memang negara wakanda
PTN_137_Wendy Sanjaya Lingga;1;05/03/2023 00:00;memberatkan masyarakat awam/lansia
Thia Rohmah;1;04/03/2023 15:27;Email benar tapi gak keluar kode nya Gimana sih Bikin orang susah aja Ngpain pakai² apl nyushin orang aja mau ngisi BBM susah
SANN;1;04/03/2023 15:08;Aplikasi yang sangat mempersulit rakyat
Jarot Jarot;3;04/03/2023 14:40;Kenapa gagal.ratusan kali.ditolak mulu
gilang rahmat sadiq;1;04/03/2023 14:32;Aplikasi gak jelas. Proyek akal akalan pemerintah.. Ndk solusi..
Roy Orsa Manroe;1;04/03/2023 14:24;Kirain setelah update ada perubahan. Ternyata sama aja. Mau claim kode QR tetap gak bisa. Harus dari webnya. Kalo mau bikin aturan benerin dlu aplikasinya. Gak jelas kalian bah !!
Riki setia sitorus;5;04/03/2023 14:09;Mantap
Ramat Iqbal;5;04/03/2023 14:00;Kalau satu binsin satu solar gimana itu....
maghfira rahima;1;04/03/2023 13:46;Tidak bagus, karena ada aplikasi jadi lama, apalagi pas verifikasi, masa satu mobil cuman bisa di pake satu hp aja nopol
Hery Purnama;1;04/03/2023 13:41;Ok
Sudin Rusdin;4;04/03/2023 13:36;Belum mengerti
TANPA nama;1;04/03/2023 13:30;Aplikasi point apaan. Satu tahun di reset. Perolehan poin sedikit saya yang trayek panjang bolak balik pakai pertamax my pertamina ajah point nya g sampe dapet merchant. Ini konyol. Begitu akhir tahun suruh tuker vocer eh stok habis kan tololllll. Pantas ajah pertamina kebakaran mulu kena azab ngerjain orang tuh.
Ketut Ardika;1;04/03/2023 12:56;Bukan nya mempermudah ini malah mempersulit, saya yakin ujung ujungnya pasti harus kluar uang biar bisa terdaftar
irvanz cosca;2;04/03/2023 12:34;TernyataGak semua pom bensin bayarnya bisa memakai aplikasi Padahal diaplikasi sudah ada rekomendasinya😭
Dawi Nasution;1;04/03/2023 12:31;penggunaan susah, ribet, membuat orang yg menggunakannya pening, aplikasi sampah
Eka Fadli;1;04/03/2023 12:28;Ngapain sih direbetkan gini, malah nomor plat mobil yg belom didaftarkan kok Uda ada yg pakek? Tolong dong ini gimana? Ribet banget
Muh Ardi03;1;04/03/2023 12:10;"Aplikasi tidak bisa digunakan eror setiap login minta kode,data"" nya sudah selesai tapi gabisa login kalau begini aplikasi nya percuma di download ga berguna"
Wildan Surya Nugraha;1;04/03/2023 12:02;Ribet
SOFI ARISUTEJA;1;04/03/2023 11:34;aplikasi yang ribet membuat sopir sopir kecil semakin menjerit, pemerintahan yg menambah menyengsarakan rakyat kecil
Sadli Marhaendra;1;04/03/2023 11:29;Aplikasi ga jls sulit di daftar
Taiwan live draw Prediksi Jitu;1;04/03/2023 11:25;Mending gk usah pake apk ribet, mobil keluarga akhirnya malah jadi mbil pribadi yang mempunyai akun mypertamina, sedangkan keluarga mau keluar susah kalau solar dikit mau ngisi, bukan mempermudah rakyat, tapi malah mempersulit rakyat😭😭😭
Burhan Uddin;1;04/03/2023 10:34;Mohon pihak pertamina untuk lebih menjaga pelayanannya dengan lebih baik!!! Khususnya yang terjadi barusan kepada saya!!! Lokasinya di POM BENSIN RAWAGATEL CIREBON!!! Yang petugasnya benar-benar TIDAK RAMAH!!!
wagiyo wagiyo;1;04/03/2023 10:30;tak ada notifikasi,daftar susah ribet
Molah Priyono;5;04/03/2023 10:10;Ok
Andri Wijaya;1;04/03/2023 09:58;Terrllu byk mslh ni app..trus Knp hrus linkaja..app dri pemerintah mmg g ada yg bener..nyusahin rakyat trus
Dwi Novia sari;1;04/03/2023 09:25;Mempersulit aj mau dftar gk bisa
Boy Wisnu;1;04/03/2023 09:17;Aplikasi kon... Gak jelas bikin ribet yng susah tambah susah 😡
Muhamad Son haji;1;04/03/2023 09:01;Slow respon banget Gwe isi solar cmn di kasih 20 liter Daftar falid trs Kirim gmail gk di bals Ini mobil HICE loh bukan mobil pribadi
El fans (Amf);1;04/03/2023 08:32;Kenapa kendaraan yg ganti plat nomor jadi sangat sulit mengganti data di my pertamina pdhl semua data sdh di perbaiki (update) ?
Lendra Fabrian;1;04/03/2023 08:27;Susah, gagal terus dan bolak balik gak jelas. Ambil foto di Galeri gagal terus. Cape
mursalim MUR;5;04/03/2023 08:13;Bagus
Eka ermaya Sudirman;1;04/03/2023 06:32;kuota solar saya selalu berkurang bahkan habis, padahal saya belum mengisi solar, tp kuota sudah habis. tolong di perbaiki lagi keamanan barcode nya.
Zainal sakaw;1;04/03/2023 06:02;Apk mempersulit orang Ntar data nya disimpan dan akan di pergunakan dengan tdk baik
Ana Mujayanah;1;04/03/2023 06:00;Ga bisa daftar, ga bisa transaksi,
sandi bisa;1;04/03/2023 05:57;Pertamina lawak mau isi bahan bakar aja di persulit bagus naik sepeda aja semua orng😑
M.airlangga Angga;1;04/03/2023 05:56;Aplikasi ini terlalu menyusahkan masyarakat nggak penting juga bukan nya nambah mudah tapi nambah susah
Fajriati;5;04/03/2023 05:46;Belum bisa verifikasi ap penyebabnya
Firman Revazo;1;04/03/2023 05:36;2yae1
Agunk Riki;1;04/03/2023 05:27;Musingkenn
Sulai Man;5;04/03/2023 05:14;Mantap
Rico;3;04/03/2023 05:05;Gua pernah liat konten cara daftar MyPertamina di YouTube, ternyata kaya hp Vivo, Oppo dan hp China lainnya gak bisa buat registrasi, nah gua pake Vivo dan beneran gak bisa, untung gua ada 1 hp lagi pake merk Samsung, dan ternyata bisa registrasi setelah pake HP Samsung, tolong dong buat developer aplikasinya jangan ke hp tertentu yg bisa buat registrasi
Leonardo Nardo;3;04/03/2023 04:50;Mantap
Jhons Hombing putera kuta cane;1;04/03/2023 04:44;Apl jelek n gk jelas.. Peraturan yg membingungkan masyarakat nih......
Surya Afrijon;5;04/03/2023 04:34;Sangat berguna
Iman Setiawan (Iman Setiawan);1;04/03/2023 04:24;Auto delete!! Aplikasi tidak ada faidah nya. 3x mau ngisi pakai my pertamina pom1 tidak ada fitur my pertamina, pom2 sedang offline, pom3 hanya diperuntukan untuk kendaraan roda 4, bela belain ngantri panjang pada akhirnya kehabisan bensin dan ngisi eceran. Kalau blm siap dipakai app jangan dipublish ke masyrakat memalukan!! Secara SOP belum jelas!!
Zainal Arifin;5;04/03/2023 04:18;Tlah ppllikl
Andi Santoso;1;04/03/2023 04:17;Bisa ga yang bener dikit verifikasinya kurang jelas gimana fotonya muhasabah diri developer
Robi Sja;1;04/03/2023 03:26;jelak
Sri Roof Metal;1;04/03/2023 03:24;Jadi aga susah dapet solar
Sukur Supriatun;1;04/03/2023 02:46;Oalah aplikasi rusak ae di gawe tuku BBM. penting lak tuku BBM gawe duwek e dewe yowes to pak. Wong karek Nompo duwek e masyarakat ae angel eram gawe syarat barang, duwek e masyarakat dewe ora njalok BBM ae lo tambah di persulit wes rego mundak di angel angel pisan
Asep Kamaludin;5;04/03/2023 02:43;Aplikasi Sangat membantu dalam pengisian bbm bersubsidi
Egi SyahPutra;1;04/03/2023 02:32;Susah untuk di daftar kan.. Ribet
Arif Setiawan;1;04/03/2023 02:17;bnyk bnget bugs nya. sekelas bumn developer nya kek gini., bikin malu pak Menteri nya aja 😪 segera berbenah deh.
Saryanto Ago;1;04/03/2023 01:46;Udah daptar tapi gak bisa-bisa
KURBIYATUN;1;04/03/2023 01:13;Apk taik lah subsidi disuruh pakai apk, tp registrasi aja jk bisa eror terus asu
valentino svs;1;04/03/2023 01:08;Verifikasi lama amat aplikasi gak jelas susah masyarakat dibuat
Agus Sitompul;1;04/03/2023 00:32;aplikasi cacat,, baru ganti password sudah gak bisa dibuka,aplikasi buat susah, cacaattt
Daimatun nimah0106;1;03/03/2023 23:00;Layanan tidak bagus sama sekali.... Cde ferivikasi tidak muncul... Mohon layanan segera di update lebih baik lagi
Hardi purnomo;5;03/03/2023 18:34;Es cincau es kelapa
Antonius Wibowo;1;03/03/2023 16:51;Aplikasi dancok..
Bonek 1927;1;03/03/2023 15:45;Prcuma saya instal aplikasi setiap saya mau isi pakai my pertamina petugas spbu pasti blng gak bisa kdang bilang eror apalagi kalau spbu rame pasti blng tidak bisa lha gunanya pakai aplikasi trus apa
Yudi 6789;5;03/03/2023 15:32;Oke
Reza Dalimunthe;1;03/03/2023 15:26;Ribet amat. Masa keluar halaman aja mesti login ulang
Kardi Kitty;5;03/03/2023 14:44;Susah daftar ny .gx bisa masuk ke halaman berikut nya.....
Joyas Silaban;1;03/03/2023 14:41;Aplikasi ampas terlalu rumit dan berteletele, berusaha ngikutin aturan pakai mypertamina tapi prosesnya malah ampas dipersulit begini ajg ktl ngntot. Tolong team IT nya jangan pakai yang odong odong
tj com mas_top;5;03/03/2023 13:48;Top hrs sabar
angg a;5;03/03/2023 13:30;Lebih nyaman
Ujang Surahman;1;03/03/2023 13:30;Saya sudah daftar data lengkap semua tapi tapi pas fi clem ko nik plat nomor kendaran tidak di temukan selalu gagal terus bikin pusing
Muha Ahmad;4;03/03/2023 12:42;Lumayan bagus
putra petir;1;03/03/2023 12:26;Aplikasi jelek.. knp sih semua aplikasi yg di buat pemerintah gada 1 pun yg pro rakyat... Nyusahin Mulu.. akibat KKN. Bikin aplikasi yg di paksakan. Semakin terlihat kelemahan di bidang cyber..
tkm67 Nuryadin;5;03/03/2023 12:22;Sangat membantu dan berguna
Jackson Sutjiadi;1;03/03/2023 12:17;Maaf kenapa metode pembayaran nya mesti di paksa menggunakan Link aja
amar wis;1;03/03/2023 12:06;Tdk bisa scan habis,harus update qr nya..
